img_id,crc,ira,irb,irc,ird,c_rg,c_rb,c_bg,c_rr,c_gg,c_bb,adhocb1,adhocg1,adhocr1,adhocb2,adhocg2,adhocg3,class
ISIC_0024546.jpg,0.053120384,0.061509905,9.588450203,19.62680991,269.3239161,0.373027277,0.457877142,0.595246277,-0.839818504,-0.350006879,-0.46811077,1.004931925,1.013403267,1.007588094,0.8985167,0.934395744,0.982448706,Melanoma
ISIC_0024552.jpg,0.061219696,0.049508381,8.711112682,15.53981302,304.834125,0.529697994,0.648927736,0.730614525,-0.613005949,-0.201164876,-0.360905008,0.919727056,0.890581381,0.950546034,0.875636322,0.869172515,0.928440676,Melanoma
ISIC_0024630.jpg,0.031337916,0.06354724,7.729491707,38.64049451,679.9509805,0.580382994,0.659119201,0.756435624,-0.587316166,-0.19792236,-0.299836476,0.824373828,0.792575613,0.9095022,0.698012294,0.760083451,0.99369221,Melanoma
ISIC_0024640.jpg,0.228743907,0.019887203,5.049734915,5.308904222,280.2205703,0.918714809,0.907770737,0.925318276,-0.099804778,-0.087474975,-0.067992392,1.209823645,1.038030639,0.845302363,0.932324281,0.848419497,0.774831927,Melanoma
ISIC_0024688.jpg,0.297089986,0.026757439,4.314878868,5.856888633,210.8429189,0.797739583,0.811006205,0.886182153,-0.335839413,-0.106347702,-0.121800501,1.04819212,0.944513965,1.03412797,0.807076098,0.730994384,0.827512229,Melanoma
ISIC_0024700.jpg,0.074534718,0.040026621,8.9711027,6.975409402,205.2769862,0.576168854,0.607437682,0.74161719,-0.644174049,-0.239354768,-0.279007061,1.066196655,0.978358988,0.999894674,0.828497861,0.814276687,0.916714017,Melanoma
ISIC_0024701.jpg,0.030283216,0.091294562,9.210179881,498.7126612,484.314281,0.666437725,0.705320925,0.784792243,-0.456540522,-0.190508335,-0.243766444,1.180395668,1.145370134,1.10368446,0.937755478,0.940455188,0.969688015,Melanoma
ISIC_0024729.jpg,0.129703284,0.063209143,5.871326526,10.27737139,166.0607793,0.732967597,0.731349716,0.810816993,-0.379086584,-0.190566535,-0.188481743,1.029358598,0.917255265,0.652001293,0.835618864,0.708453967,0.708883371,Melanoma
ISIC_0024732.jpg,0.257222987,0.029256578,4.311639625,7.720803093,248.3833933,0.905205314,0.903944377,0.936922,-0.144330893,-0.063940909,-0.062249571,0.878208705,0.624066528,0.502261676,0.860453061,0.573050142,0.527996025,Melanoma
ISIC_0024792.jpg,0.136044024,0.03578413,5.834954038,6.862855872,238.9782208,0.582091532,0.681820902,0.758841077,-0.551353047,-0.183616447,-0.316760034,0.856360898,0.823583867,0.885337716,0.819077144,0.843814957,0.913223814,Melanoma
ISIC_0024805.jpg,0.102033175,0.051483571,7.005136681,10.77685338,206.8590728,0.661352753,0.724104265,0.818850174,-0.515751446,-0.147574938,-0.222340465,0.887740547,0.831847226,0.880386085,0.812893408,0.750206259,0.827013859,Melanoma
ISIC_0024806.jpg,0.044702454,0.060974157,8.082966706,39.16428481,472.5582298,0.418083863,0.580060009,0.69978047,-0.814564066,-0.216673553,-0.415959021,0.916050885,0.94538628,0.999981289,0.862445299,0.895543054,0.972179332,Melanoma
ISIC_0024823.jpg,0.052821719,0.055517389,9.751332161,11.87887753,241.2119388,0.850253963,0.8302236,0.816762103,-0.138862281,-0.211526312,-0.163749653,0.662722932,0.665626849,0.569011085,0.734027374,0.722306065,0.672715342,Melanoma
ISIC_0024864.jpg,0.064084708,0.046764637,9.689247555,11.40757789,233.8858468,0.678569113,0.761728086,0.860266909,-0.548093576,-0.103578524,-0.188495714,0.625607635,0.629063395,0.824440377,0.661948013,0.686789427,0.853566321,Melanoma
ISIC_0024898.jpg,0.263291127,0.023134747,5.172486701,2.557573883,131.8968941,0.765472489,0.81723212,0.892626971,-0.39919824,-0.083673527,-0.137777388,0.675748282,0.618941246,0.80945257,0.667537934,0.642194189,0.798338058,Melanoma
ISIC_0024929.jpg,0.128647635,0.02578738,6.683998685,5.706559877,260.8721681,0.785257778,0.822997779,0.867307052,-0.28607696,-0.110731572,-0.162043523,1.115797857,1.024746075,0.995484962,0.943780696,0.883291167,0.866293106,Melanoma
ISIC_0024930.jpg,0.119893824,0.038025175,6.890170459,11.56860975,250.5935043,0.654957366,0.689806573,0.761572999,-0.448889844,-0.214340197,-0.265206181,0.850762933,0.767382006,0.807829495,0.911516443,0.835173227,0.866124552,Melanoma
ISIC_0024940.jpg,0.056498414,0.053158089,6.300336613,20.68311655,508.7901878,0.671280348,0.669055237,0.80777171,-0.565735365,-0.193875026,-0.191305642,0.809182903,0.744800252,0.911844205,1.001178602,0.983097638,1.026346153,Melanoma
ISIC_0024952.jpg,0.208556667,0.030757631,5.747201671,3.938274904,138.5291864,0.569139256,0.657930177,0.791549156,-0.707613125,-0.165522362,-0.262544752,1.195079948,1.007525534,0.974293928,0.836899025,0.835542705,0.917486868,Melanoma
ISIC_0024961.jpg,0.019710065,0.080826721,11.91398803,1302.086012,655.7431526,0.486825733,0.529954973,0.652411417,-0.69396307,-0.318374405,-0.379477262,1.087744476,1.008826574,1.061009695,0.948312373,0.926420616,1.016685134,Melanoma
ISIC_0024962.jpg,0.071255128,0.049499583,8.107264508,9.347779003,235.2258961,0.827503005,0.808481585,0.831010445,-0.194856719,-0.191961594,-0.154285758,0.673745044,0.683922135,0.656651838,0.706462325,0.692335379,0.703115336,Melanoma
ISIC_0024999.jpg,0.043408415,0.060292732,8.073314842,403.4375402,582.7655518,0.647058751,0.649427798,0.692718601,-0.402801693,-0.310854985,-0.313570543,1.35107628,1.191238922,1.089010736,1.458720092,1.223682089,1.086115094,Melanoma
ISIC_0025097.jpg,0.052027713,0.045609258,7.169533417,213.3721333,714.2628258,0.664835285,0.577984288,0.558470425,-0.32035509,-0.556546627,-0.350653918,1.042837991,1.004672026,0.96397642,1.076068306,1.0273656,1.00905352,Melanoma
ISIC_0025127.jpg,0.096345569,0.082613476,6.331276425,15.721944,177.684666,0.514540164,0.695642684,0.793933356,-0.717246299,-0.129185273,-0.328622455,0.752253121,0.832176054,0.924914987,0.734657973,0.805715064,0.90891199,Melanoma
ISIC_0025132.jpg,0.036185054,0.083720367,5.363828463,29.89351711,655.3628506,0.486123945,0.534361546,0.64899997,-0.681711957,-0.318057638,-0.387363282,0.634950705,0.70867904,0.895506498,0.738425595,0.779362668,0.977799449,Melanoma
ISIC_0025145.jpg,0.181776383,0.019843735,5.470516709,6.818112691,353.1515738,0.875969099,0.851685635,0.919866823,-0.229559023,-0.09582071,-0.067010822,0.63469632,0.556052576,0.504301582,0.786492936,0.66995697,0.7162211,Melanoma
ISIC_0025153.jpg,0.291242119,0.026836111,4.959498605,1.982461323,92.53386986,0.918521177,0.892337382,0.933137903,-0.131123549,-0.088528749,-0.050625204,0.967940377,0.619661098,0.507233456,0.795339503,0.497359143,0.532539817,Melanoma
ISIC_0025195.jpg,0.013379572,0.109961873,10.72199803,107.6193842,724.074784,0.567956671,0.617544342,0.700511232,-0.551738334,-0.265115489,-0.338317962,0.562478307,0.617393694,0.773743133,0.6363038,0.706405342,0.868021411,Melanoma
ISIC_0025219.jpg,0.10002514,0.054405733,3.252369225,11.17150395,549.6240272,0.635982124,0.738641104,0.810294416,-0.501493388,-0.136220474,-0.264234531,0.978796247,0.932389931,1.022066347,0.660564779,0.881412676,1.238108526,Melanoma
ISIC_0025235.jpg,0.096460877,0.050118641,7.291197268,7.638850984,182.308587,0.503549468,0.76125274,0.839394477,-0.737978428,-0.077229768,-0.333951367,0.513830077,0.781721782,0.922294439,0.564672795,0.780888902,0.924973265,Melanoma
ISIC_0025248.jpg,0.058894535,0.049619026,8.482681791,18.61368689,348.0603453,0.557342777,0.641116792,0.747021947,-0.627974458,-0.205149023,-0.312040648,0.804827009,0.869004503,0.949121546,0.794669109,0.823350423,0.91702953,Melanoma
ISIC_0025268.jpg,0.02387701,0.069987895,9.352049971,96.47561956,732.6529397,0.362176596,0.431655343,0.534102198,-0.77848121,-0.415155868,-0.522832687,0.92523926,0.956075895,1.025453029,0.8735869,0.929245155,1.033742351,Melanoma
ISIC_0025313.jpg,0.196753351,0.033722277,4.27790329,5.160236234,241.9373071,0.919319447,0.924148988,0.941045197,-0.103794599,-0.055432041,-0.062704185,0.774391405,0.643484938,0.610855588,0.647172593,0.58583503,0.609501679,Melanoma
ISIC_0025316.jpg,0.260653244,0.047994646,4.600280402,3.76522447,98.23090034,0.739393838,0.783950829,0.867460788,-0.42477698,-0.109862702,-0.159852817,0.730649086,0.688088867,0.796541529,0.701653118,0.66576872,0.79810674,Melanoma
ISIC_0025324.jpg,0.130009879,0.043167133,7.321078722,4.359276746,114.0888983,0.777981539,0.818789833,0.90119535,-0.407127445,-0.080666557,-0.121062785,0.775761701,0.702846207,0.913204537,0.71473742,0.626913634,0.788796704,Melanoma
ISIC_0025439.jpg,0.043460334,0.056236458,7.173848807,100.9258286,668.8124116,0.724549688,0.762483117,0.806085543,-0.337359544,-0.167284804,-0.224951417,0.771462704,0.77430355,0.747521833,0.862497426,0.922631904,0.87242796,Melanoma
ISIC_0025450.jpg,0.193987918,0.046247357,6.05204912,2.886387349,74.69966361,0.623442729,0.660369899,0.785364547,-0.595843714,-0.193595867,-0.238007856,0.591003244,0.553042236,0.805244338,0.684439296,0.684052721,0.861673053,Melanoma
ISIC_0025472.jpg,0.103749014,0.028810422,7.26047042,7.661269097,297.1478212,0.708416052,0.732393033,0.803863334,-0.39748632,-0.182337074,-0.215394734,0.784171407,0.760363753,0.816389692,0.887088781,0.836673396,0.878559824,Melanoma
ISIC_0025489.jpg,0.259911706,0.033935465,4.45,5.181299996,172.1487234,0.659530258,0.743561631,0.832135161,-0.520100497,-0.126425021,-0.222859822,0.605288836,0.564609984,0.751804367,0.769474823,0.747984221,0.867962131,Melanoma
ISIC_0025520.jpg,0.12382696,0.030709013,6.430403934,10.57369648,319.4063147,0.747912282,0.771391771,0.821501167,-0.322849862,-0.161871549,-0.196827648,1.004826439,1.013867648,0.966213455,0.908420918,0.862961529,0.845580284,Melanoma
ISIC_0025524.jpg,0.241546871,0.01647076,5.006899467,10.88976943,431.9348705,0.875825926,0.831678602,0.79153786,-0.100281973,-0.283031409,-0.153795703,0.858847812,0.785006019,0.724183565,1.044334006,1.019245322,0.925362211,Melanoma
ISIC_0025573.jpg,0.03658394,0.067984168,6.101365935,34.79502056,704.2007221,0.460525237,0.537676471,0.686705802,-0.796281477,-0.268489113,-0.365564296,0.901095834,0.934468669,1.004122126,0.690897806,0.79980022,1.017534486,Melanoma
ISIC_0025603.jpg,0.117906425,0.044330068,5.187270695,9.323429548,297.6474605,0.630967873,0.713265015,0.789127543,-0.501779364,-0.163838299,-0.27138786,0.957942889,0.940319309,0.968207851,0.722137324,0.755451632,0.857578199,Melanoma
ISIC_0025611.jpg,0.140490521,0.052068171,2.821129884,15.29778258,513.8585311,0.690572234,0.738012859,0.82450629,-0.461908256,-0.148577687,-0.207256506,0.721822209,0.670076813,0.766379512,0.653531135,0.670061669,0.741217397,Melanoma
ISIC_0025616.jpg,0.022945916,0.078431593,8.731119993,38.68476653,652.1377591,0.36557826,0.418317202,0.52411344,-0.775474897,-0.436319345,-0.519024925,0.908975144,0.923713136,0.983266686,0.803717777,0.856189106,0.984400775,Melanoma
ISIC_0025663.jpg,0.053416714,0.054898995,7.315224649,31.24064422,474.4056941,0.491039264,0.541042581,0.648699341,-0.664927225,-0.31678141,-0.389569632,0.787530798,0.800600862,0.918906564,0.731373632,0.769162731,0.924320111,Melanoma
ISIC_0025708.jpg,0.155707224,0.034769056,4.556734571,8.594550469,332.7279074,0.849834566,0.886028716,0.929076286,-0.241333302,-0.053907463,-0.093522541,0.501713031,0.528477857,0.625281532,0.664407736,0.647327187,0.723503889,Melanoma
ISIC_0025724.jpg,0.208960997,0.062807639,4.650894744,6.07823632,116.5704459,0.617895489,0.736183586,0.81119484,-0.533862318,-0.130333846,-0.273425496,0.618668198,0.738715911,0.867720682,0.764597764,0.826874762,0.902183295,Melanoma
ISIC_0025732.jpg,0.03921816,0.070635156,5.776007079,25.17442077,638.4790164,0.661932953,0.715614338,0.810952129,-0.508737537,-0.159104636,-0.224755949,1.045233007,0.864304424,0.870164091,0.638973325,0.724366755,0.809040811,Melanoma
ISIC_0025748.jpg,0.107983723,0.046919656,3.683819833,20.04328577,568.4631279,0.550832707,0.571468338,0.709034695,-0.661519001,-0.277585874,-0.304964558,1.065626526,0.994342151,0.999511909,0.805166369,0.798359637,0.927563911,Melanoma
ISIC_0025751.jpg,0.220714317,0.04102822,4.929361322,8.054252201,174.5482315,0.818362362,0.885603646,0.932147889,-0.306216312,-0.042727691,-0.107723007,0.68570313,0.359844269,0.455997569,0.615363315,0.567032032,0.709117813,Melanoma
ISIC_0025755.jpg,0.09040835,0.050063143,7.48906705,9.720752375,209.2949913,0.651482964,0.750667585,0.840616293,-0.545189856,-0.114019257,-0.222777647,0.618934865,0.709631341,0.876582702,0.800118195,0.828588314,0.925894104,Melanoma
ISIC_0025783.jpg,0.17707375,0.03020907,5.177788362,5.57296511,235.0721712,0.410586162,0.465611063,0.643924134,-0.884848725,-0.32283215,-0.392725565,1.111905945,1.05643421,1.027841496,1.002226757,0.987127037,1.013135637,Melanoma
ISIC_0025800.jpg,0.080050381,0.037419792,7.552319673,19.13790839,398.0949648,0.594251691,0.654507804,0.771666955,-0.61392904,-0.194433008,-0.268164326,0.770961617,0.77050158,0.928286127,0.952621595,0.881422174,0.953017279,Melanoma
ISIC_0025814.jpg,0.023691581,0.077484089,9.13671145,28.31226082,566.1451708,0.350775975,0.42054674,0.584828,-0.91066125,-0.370651515,-0.465021889,0.906265052,0.867147954,0.965168017,0.959639145,0.92720681,1.011369191,Melanoma
ISIC_0025832.jpg,0.074668372,0.061842075,7.737646168,11.69092526,211.5280928,0.420962749,0.549740464,0.674901356,-0.801993697,-0.252788621,-0.418060362,0.835019179,0.83842818,0.930277099,0.78126861,0.825526256,0.927201162,Melanoma
ISIC_0025941.jpg,0.177936705,0.041254762,2.912881647,8.281847498,434.5510555,0.592577401,0.711762414,0.811441228,-0.622780562,-0.133389112,-0.266513741,0.793088287,0.780228453,0.901077235,0.789856736,0.801611434,0.91678731,Melanoma
ISIC_0025996.jpg,0.037824683,0.055789365,9.476938086,28.77764447,472.4617506,0.766990529,0.78762988,0.868459117,-0.376160612,-0.119912503,-0.144335795,0.870848694,0.827052147,0.920974028,0.720108495,0.648708634,0.759409863,Melanoma
ISIC_0026081.jpg,0.221541882,0.034091142,5.52226619,2.593115847,96.22498721,0.657118082,0.761968805,0.867765507,-0.61719402,-0.091792654,-0.190472474,0.892467117,0.821646826,0.929432883,0.627147078,0.659650493,0.863969296,Melanoma
ISIC_0026089.jpg,0.109698707,0.040244437,7.12238918,11.32676013,245.2369622,0.651300854,0.681485943,0.752722146,-0.449055588,-0.226039725,-0.270852942,0.875657235,0.79863987,0.83327505,0.922170405,0.850821044,0.879766651,Melanoma
ISIC_0026105.jpg,0.036891671,0.101963539,4.451113822,25.77877178,639.6957083,0.459242851,0.638077093,0.746781879,-0.772946976,-0.169459976,-0.378316241,0.631456229,0.747377834,0.915783992,0.492138699,0.792503769,1.162324517,Melanoma
ISIC_0026115.jpg,0.150587403,0.044271078,6.569606352,4.363206683,114.4498994,0.410471061,0.482832251,0.59459875,-0.752076946,-0.355793272,-0.462379984,1.048449619,0.976042924,1.004281056,0.856686161,0.873466148,0.948260937,Melanoma
ISIC_0026120.jpg,0.222767491,0.026346568,5.299757954,3.92815256,171.8868727,0.720745308,0.746874708,0.857191307,-0.494955976,-0.129450075,-0.15754843,1.412265078,0.895337739,0.870979547,0.948310731,0.69707583,0.827156266,Melanoma
ISIC_0026131.jpg,0.067523794,0.047475372,7.164346039,23.44129315,418.8591331,0.393026319,0.523469121,0.640925175,-0.805510534,-0.281901785,-0.457357456,0.797667873,0.837005903,0.946217272,0.867666232,0.910303466,0.969568424,Melanoma
ISIC_0026150.jpg,0.274128518,0.053588217,1.337394539,10.28907273,565.7636399,0.69443271,0.751353966,0.823144495,-0.429583899,-0.143952452,-0.217361935,0.715371656,0.571778986,0.719949613,0.768561987,0.773617557,0.959096136,Melanoma
ISIC_0026207.jpg,0.377130308,0.024506357,4.470685,1.837770305,88.5551015,0.853951059,0.888279118,0.94150923,-0.278951277,-0.044739918,-0.076458073,0.827819174,0.707789929,0.767957741,0.559261882,0.561958472,0.703753944,Melanoma
ISIC_0026258.jpg,0.068044012,0.056691159,3.870872776,219.7521253,826.5937495,0.418512518,0.471434425,0.556972874,-0.69374894,-0.40269749,-0.487375772,0.813976234,0.948418691,1.032567847,0.679948715,0.83779283,0.991814091,Melanoma
ISIC_0026268.jpg,0.04335737,0.051136005,9.767241379,26.54686118,424,0.65980572,0.644117465,0.678950685,-0.377084625,-0.336639296,-0.307222384,0.92095261,0.823751974,0.790169786,1.022126176,0.934688449,0.894746547,Melanoma
ISIC_0026352.jpg,0.320134795,0.025794526,4.145784124,5.49626007,209.1320943,0.794774317,0.808045973,0.884750883,-0.341803342,-0.107791031,-0.123209935,1.03008948,0.931049116,1.01929166,0.808201495,0.733998678,0.828543005,Melanoma
ISIC_0026369.jpg,0.115072721,0.036129881,6.871234942,64.33441792,397.2325519,0.77134917,0.807083452,0.893174719,-0.41288507,-0.090139788,-0.126626135,1.569968739,1.351223624,1.068055662,1.03521342,0.893902963,0.937626083,Melanoma
ISIC_0026438.jpg,0.157078,0.032959717,5.752434106,7.577236224,239.7345136,0.722904173,0.805441365,0.868145036,-0.408861774,-0.092582281,-0.187792944,0.55273749,0.517545601,0.674818931,0.701068775,0.671917317,0.776594869,Melanoma
ISIC_0026458.jpg,0.100757956,0.039076855,7.103989955,6.310269396,211.2367836,0.632291489,0.75380566,0.82453592,-0.51592404,-0.117475068,-0.262061134,1.296115619,1.073055381,1.031624033,0.851983488,0.874583714,0.961906212,Melanoma
ISIC_0026475.jpg,0.104748015,0.06481449,7.332730123,8.606072452,136.2245349,0.525709308,0.654184783,0.759556016,-0.682149572,-0.175300418,-0.329749009,0.62906674,0.717742146,0.842636713,0.78942044,0.827264438,0.902168389,Melanoma
ISIC_0026500.jpg,0.051432532,0.046488371,10.0893193,42.81229726,421.3520616,0.679596827,0.698663304,0.762561952,-0.404901774,-0.228464005,-0.256082515,1.101789182,1.007278595,0.998981008,0.975059457,0.933815363,0.935187369,Melanoma
ISIC_0026506.jpg,0.39914078,0.030228236,4.196352704,1.988690999,79.76333083,0.895198151,0.86117044,0.934134903,-0.220882377,-0.087242342,-0.049711744,0.679227535,0.566339854,0.531638264,0.677947199,0.530793908,0.613047465,Melanoma
ISIC_0026545.jpg,0.085867753,0.042869707,7.832860987,7.067981039,206.6203861,0.709158621,0.710655116,0.775844229,-0.375407326,-0.223072432,-0.225371604,1.289500141,1.211942653,1.170999064,0.947829388,0.875658977,0.891137824,Melanoma
ISIC_0026558.jpg,0.04171687,0.077001851,4.518193663,119.1268628,833.7673089,0.467249239,0.511583804,0.607768918,-0.663382962,-0.359581451,-0.427824936,1.023488739,1.050704188,1.066561093,0.740204258,0.734411107,0.921159706,Melanoma
ISIC_0026571.jpg,0.030903621,0.065226266,10.16115413,127.2576599,567.8746065,0.488103569,0.571655725,0.697441852,-0.724852443,-0.253210318,-0.361608898,1.405599282,1.222238486,1.111901077,1.058463657,1.02317658,1.027914522,Melanoma
ISIC_0026596.jpg,0.052803329,0.076165159,4.06573078,13.50140498,590.3524547,0.64018133,0.666178311,0.762850188,-0.506481837,-0.220005737,-0.255607459,0.699552341,0.6720565,0.79406294,0.707742557,0.718891867,0.913073319,Melanoma
ISIC_0026664.jpg,0.165688185,0.049064753,4.570685864,7.985725815,214.9789605,0.81606787,0.871951845,0.924542936,-0.312063602,-0.052547553,-0.108391954,0.595573169,0.402344981,0.550734397,0.653834437,0.569398046,0.692235296,Melanoma
ISIC_0026690.jpg,0.079205431,0.041231145,7.718349109,14.84902694,327.8700833,0.527393517,0.583374335,0.695638815,-0.646930452,-0.268303928,-0.345250476,0.874192203,0.851218634,0.938004044,0.864099336,0.854956712,0.931093339,Melanoma
ISIC_0026694.jpg,0.109335742,0.055791898,4.87892775,8.814913043,271.6593879,0.694715116,0.73277355,0.859112243,-0.579034327,-0.123314273,-0.160940919,0.631665543,0.60531056,0.861149206,0.62890506,0.611190778,0.816764605,Melanoma
ISIC_0026774.jpg,0.150034986,0.04488676,6.636044263,3.857393027,103.3107898,0.477953473,0.643600614,0.763954954,-0.788276275,-0.161140249,-0.34573295,0.645783495,0.765261888,0.920061148,0.648641684,0.776598431,0.920415445,Melanoma
ISIC_0026802.jpg,0.28143644,0.034041338,4.626188094,3.294430718,117.869291,0.863893414,0.87685953,0.935064438,-0.258087061,-0.058743053,-0.071763873,0.489619334,0.447719021,0.602918252,0.551688421,0.496713644,0.614641898,Melanoma
ISIC_0026877.jpg,0.082851228,0.035863977,6.997884019,13.29049547,395.6938675,0.775403385,0.812388601,0.904810165,-0.4426479,-0.079517003,-0.11395793,0.993539536,0.859061647,0.906294592,0.87052414,0.754926939,0.860312852,Melanoma
ISIC_0026909.jpg,0.322483276,0.026139434,4.406818465,2.897103103,134.1124073,0.762500168,0.77278595,0.871023522,-0.418382532,-0.123386253,-0.134808043,1.121364736,0.768672559,0.728139697,0.770874395,0.639947928,0.77587601,Melanoma
ISIC_0026916.jpg,0.022062613,0.095119277,8.742677886,2983.757322,682.5728595,0.58026981,0.655914595,0.730602197,-0.536096468,-0.220839806,-0.328614455,0.796437275,0.876375511,0.977837605,0.627290562,0.753052209,0.937127272,Melanoma
ISIC_0026930.jpg,0.147878434,0.038996616,5.745841881,5.021569113,176.7796862,0.56458337,0.619107088,0.748076889,-0.658318591,-0.220368218,-0.287975343,0.852397964,0.847628283,0.941292122,0.810597139,0.804190031,0.886900042,Melanoma
ISIC_0026950.jpg,0.05565006,0.06978852,7.363858311,21.86274568,328.5193386,0.608033657,0.623116539,0.732187131,-0.5512723,-0.258464375,-0.279235521,0.818298554,0.817496043,0.859226951,0.917506464,0.931114675,0.933113626,Melanoma
ISIC_0026954.jpg,0.033295005,0.053829019,10.27972722,609.1458131,670.4164434,0.507553296,0.519085036,0.653075266,-0.682635552,-0.338796593,-0.355238417,0.942358366,0.90351231,0.948967981,0.953093006,0.915760165,0.971544878,Melanoma
ISIC_0027021.jpg,0.065003214,0.044603235,4.985532145,21.88039137,707.6691101,0.506553914,0.498399193,0.628829129,-0.666850763,-0.377303516,-0.365134916,0.816167798,0.765656046,0.960307054,1.026968226,0.965209077,1.01622382,Melanoma
ISIC_0027043.jpg,0.11459444,0.063797393,3.084485003,9.734982723,422.9662242,0.731206258,0.808555666,0.88314465,-0.440345125,-0.083214644,-0.164051967,0.581884588,0.529500764,0.73449283,0.577318957,0.639015976,0.813850841,Melanoma
ISIC_0027060.jpg,0.204623145,0.02973892,4.968894342,7.371154633,248.1238833,0.895818816,0.898576555,0.93883181,-0.172690839,-0.059581682,-0.062880615,0.997998981,0.807311442,0.730812214,0.96914223,0.821850244,0.789083068,Melanoma
ISIC_0027063.jpg,0.22264944,0.041266679,5.557645319,3.648629065,97.48178798,0.826123961,0.867187869,0.926255384,-0.312975257,-0.056383458,-0.096606216,0.708592672,0.570230003,0.774278105,0.728875049,0.625116735,0.786672117,Melanoma
ISIC_0027069.jpg,0.021438592,0.067604359,12.67403412,178.8193211,638.5053579,0.435080996,0.462090114,0.574975402,-0.71630453,-0.408769724,-0.449553444,1.16452266,1.042781219,1.091499702,1.077586651,1.025727625,1.057351284,Melanoma
ISIC_0027089.jpg,0.191132914,0.030664225,3.062066047,7.142233088,489.844747,0.711130494,0.731193114,0.855977161,-0.539150323,-0.134012645,-0.154764616,0.873743243,0.692682898,0.84700126,0.806660503,0.704014846,0.852054486,Melanoma
ISIC_0027101.jpg,0.057558698,0.049717937,7.974729194,13.21161202,343.2017437,0.401821466,0.459667861,0.615948146,-0.842900093,-0.346944534,-0.425127554,1.258690224,1.048901876,1.011510293,0.922608005,0.844995353,0.953436203,Melanoma
ISIC_0027105.jpg,0.093712674,0.077741703,6.518342758,7.537458218,141.8304192,0.54403556,0.605205461,0.720764083,-0.644620309,-0.24175416,-0.322474612,0.662816712,0.65041277,0.782757495,0.837202793,0.831714833,0.905977145,Melanoma
ISIC_0027126.jpg,0.093675742,0.071092013,6.634924847,14.04171796,193.0393741,0.472672057,0.588040877,0.691417465,-0.703957161,-0.241047958,-0.394976929,0.918013923,0.959776462,1.000065692,0.912671455,0.908026102,0.957513786,Melanoma
ISIC_0027144.jpg,0.276887484,0.034183411,4.85225202,4.347068555,129.2314774,0.829377284,0.858492684,0.900696421,-0.242499293,-0.083922659,-0.120696613,0.850312256,0.907652015,0.926105972,0.708247777,0.736511151,0.808875611,Melanoma
ISIC_0027163.jpg,0.172268425,0.034851564,5.699193582,6.387841128,193.9914586,0.828502487,0.873619939,0.931387295,-0.315875751,-0.050557467,-0.093100585,0.76017391,0.720251837,0.841052768,0.566584267,0.585704384,0.755691606,Melanoma
